"","ID","timepoints","predict_log10N","model"
"1","Tetraselmis tetrahele_ESAW_5_1_1",13.4556726930846,2.68797838774638,"Cubic"
"2","Tetraselmis tetrahele_ESAW_5_1_1",18.4930404864139,2.69069645967105,"Cubic"
"3","Tetraselmis tetrahele_ESAW_5_1_1",23.5304082797431,2.69373615313804,"Cubic"
"4","Tetraselmis tetrahele_ESAW_5_1_1",28.5677760730724,2.6970932766335,"Cubic"
"5","Tetraselmis tetrahele_ESAW_5_1_1",33.6051438664017,2.70076363864359,"Cubic"
"6","Tetraselmis tetrahele_ESAW_5_1_1",38.642511659731,2.70474304765446,"Cubic"
"7","Tetraselmis tetrahele_ESAW_5_1_1",43.6798794530602,2.70902731215228,"Cubic"
"8","Tetraselmis tetrahele_ESAW_5_1_1",48.7172472463895,2.71361224062319,"Cubic"
"9","Tetraselmis tetrahele_ESAW_5_1_1",53.7546150397188,2.71849364155336,"Cubic"
"10","Tetraselmis tetrahele_ESAW_5_1_1",58.7919828330481,2.72366732342893,"Cubic"
"11","Tetraselmis tetrahele_ESAW_5_1_1",63.8293506263773,2.72912909473607,"Cubic"
"12","Tetraselmis tetrahele_ESAW_5_1_1",68.8667184197066,2.73487476396093,"Cubic"
"13","Tetraselmis tetrahele_ESAW_5_1_1",73.9040862130359,2.74090013958967,"Cubic"
"14","Tetraselmis tetrahele_ESAW_5_1_1",78.9414540063651,2.74720103010844,"Cubic"
"15","Tetraselmis tetrahele_ESAW_5_1_1",83.9788217996944,2.7537732440034,"Cubic"
"16","Tetraselmis tetrahele_ESAW_5_1_1",89.0161895930237,2.7606125897607,"Cubic"
"17","Tetraselmis tetrahele_ESAW_5_1_1",94.053557386353,2.76771487586651,"Cubic"
"18","Tetraselmis tetrahele_ESAW_5_1_1",99.0909251796822,2.77507591080697,"Cubic"
"19","Tetraselmis tetrahele_ESAW_5_1_1",104.128292973012,2.78269150306825,"Cubic"
"20","Tetraselmis tetrahele_ESAW_5_1_1",109.165660766341,2.7905574611365,"Cubic"
"21","Tetraselmis tetrahele_ESAW_5_1_1",114.20302855967,2.79866959349787,"Cubic"
"22","Tetraselmis tetrahele_ESAW_5_1_1",119.240396352999,2.80702370863852,"Cubic"
"23","Tetraselmis tetrahele_ESAW_5_1_1",124.277764146329,2.81561561504461,"Cubic"
"24","Tetraselmis tetrahele_ESAW_5_1_1",129.315131939658,2.82444112120229,"Cubic"
"25","Tetraselmis tetrahele_ESAW_5_1_1",134.352499732987,2.83349603559773,"Cubic"
"26","Tetraselmis tetrahele_ESAW_5_1_1",139.389867526316,2.84277616671706,"Cubic"
"27","Tetraselmis tetrahele_ESAW_5_1_1",144.427235319646,2.85227732304646,"Cubic"
"28","Tetraselmis tetrahele_ESAW_5_1_1",149.464603112975,2.86199531307208,"Cubic"
"29","Tetraselmis tetrahele_ESAW_5_1_1",154.501970906304,2.87192594528007,"Cubic"
"30","Tetraselmis tetrahele_ESAW_5_1_1",159.539338699634,2.88206502815659,"Cubic"
"31","Tetraselmis tetrahele_ESAW_5_1_1",164.576706492963,2.8924083701878,"Cubic"
"32","Tetraselmis tetrahele_ESAW_5_1_1",169.614074286292,2.90295177985985,"Cubic"
"33","Tetraselmis tetrahele_ESAW_5_1_1",174.651442079621,2.91369106565889,"Cubic"
"34","Tetraselmis tetrahele_ESAW_5_1_1",179.688809872951,2.92462203607109,"Cubic"
"35","Tetraselmis tetrahele_ESAW_5_1_1",184.72617766628,2.9357404995826,"Cubic"
"36","Tetraselmis tetrahele_ESAW_5_1_1",189.763545459609,2.94704226467957,"Cubic"
"37","Tetraselmis tetrahele_ESAW_5_1_1",194.800913252938,2.95852313984817,"Cubic"
"38","Tetraselmis tetrahele_ESAW_5_1_1",199.838281046268,2.97017893357454,"Cubic"
"39","Tetraselmis tetrahele_ESAW_5_1_1",204.875648839597,2.98200545434485,"Cubic"
"40","Tetraselmis tetrahele_ESAW_5_1_1",209.913016632926,2.99399851064524,"Cubic"
"41","Tetraselmis tetrahele_ESAW_5_1_1",214.950384426256,3.00615391096189,"Cubic"
"42","Tetraselmis tetrahele_ESAW_5_1_1",219.987752219585,3.01846746378093,"Cubic"
"43","Tetraselmis tetrahele_ESAW_5_1_1",225.025120012914,3.03093497758853,"Cubic"
"44","Tetraselmis tetrahele_ESAW_5_1_1",230.062487806243,3.04355226087085,"Cubic"
"45","Tetraselmis tetrahele_ESAW_5_1_1",235.099855599573,3.05631512211404,"Cubic"
"46","Tetraselmis tetrahele_ESAW_5_1_1",240.137223392902,3.06921936980425,"Cubic"
"47","Tetraselmis tetrahele_ESAW_5_1_1",245.174591186231,3.08226081242764,"Cubic"
"48","Tetraselmis tetrahele_ESAW_5_1_1",250.21195897956,3.09543525847037,"Cubic"
"49","Tetraselmis tetrahele_ESAW_5_1_1",255.24932677289,3.1087385164186,"Cubic"
"50","Tetraselmis tetrahele_ESAW_5_1_1",260.286694566219,3.12216639475848,"Cubic"
"51","Tetraselmis tetrahele_ESAW_5_1_1",265.324062359548,3.13571470197616,"Cubic"
"52","Tetraselmis tetrahele_ESAW_5_1_1",270.361430152878,3.1493792465578,"Cubic"
"53","Tetraselmis tetrahele_ESAW_5_1_1",275.398797946207,3.16315583698956,"Cubic"
"54","Tetraselmis tetrahele_ESAW_5_1_1",280.436165739536,3.1770402817576,"Cubic"
"55","Tetraselmis tetrahele_ESAW_5_1_1",285.473533532865,3.19102838934807,"Cubic"
"56","Tetraselmis tetrahele_ESAW_5_1_1",290.510901326195,3.20511596824712,"Cubic"
"57","Tetraselmis tetrahele_ESAW_5_1_1",295.548269119524,3.21929882694091,"Cubic"
"58","Tetraselmis tetrahele_ESAW_5_1_1",300.585636912853,3.23357277391561,"Cubic"
"59","Tetraselmis tetrahele_ESAW_5_1_1",305.623004706182,3.24793361765735,"Cubic"
"60","Tetraselmis tetrahele_ESAW_5_1_1",310.660372499512,3.26237716665231,"Cubic"
"61","Tetraselmis tetrahele_ESAW_5_1_1",315.697740292841,3.27689922938663,"Cubic"
"62","Tetraselmis tetrahele_ESAW_5_1_1",320.73510808617,3.29149561434648,"Cubic"
"63","Tetraselmis tetrahele_ESAW_5_1_1",325.772475879499,3.306162130018,"Cubic"
"64","Tetraselmis tetrahele_ESAW_5_1_1",330.809843672829,3.32089458488736,"Cubic"
"65","Tetraselmis tetrahele_ESAW_5_1_1",335.847211466158,3.33568878744071,"Cubic"
"66","Tetraselmis tetrahele_ESAW_5_1_1",340.884579259487,3.35054054616421,"Cubic"
"67","Tetraselmis tetrahele_ESAW_5_1_1",345.921947052817,3.365445669544,"Cubic"
"68","Tetraselmis tetrahele_ESAW_5_1_1",350.959314846146,3.38039996606626,"Cubic"
"69","Tetraselmis tetrahele_ESAW_5_1_1",355.996682639475,3.39539924421713,"Cubic"
"70","Tetraselmis tetrahele_ESAW_5_1_1",361.034050432804,3.41043931248277,"Cubic"
"71","Tetraselmis tetrahele_ESAW_5_1_1",366.071418226134,3.42551597934934,"Cubic"
"72","Tetraselmis tetrahele_ESAW_5_1_1",371.108786019463,3.44062505330299,"Cubic"
"73","Tetraselmis tetrahele_ESAW_5_1_1",376.146153812792,3.45576234282988,"Cubic"
"74","Tetraselmis tetrahele_ESAW_5_1_1",381.183521606122,3.47092365641616,"Cubic"
"75","Tetraselmis tetrahele_ESAW_5_1_1",386.220889399451,3.486104802548,"Cubic"
"76","Tetraselmis tetrahele_ESAW_5_1_1",391.25825719278,3.50130158971154,"Cubic"
"77","Tetraselmis tetrahele_ESAW_5_1_1",396.295624986109,3.51650982639294,"Cubic"
"78","Tetraselmis tetrahele_ESAW_5_1_1",401.332992779439,3.53172532107836,"Cubic"
"79","Tetraselmis tetrahele_ESAW_5_1_1",406.370360572768,3.54694388225396,"Cubic"
"80","Tetraselmis tetrahele_ESAW_5_1_1",411.407728366097,3.56216131840589,"Cubic"
"81","Tetraselmis tetrahele_ESAW_5_1_1",416.445096159426,3.5773734380203,"Cubic"
"82","Tetraselmis tetrahele_ESAW_5_1_1",421.482463952756,3.59257604958336,"Cubic"
"83","Tetraselmis tetrahele_ESAW_5_1_1",426.519831746085,3.60776496158121,"Cubic"
"84","Tetraselmis tetrahele_ESAW_5_1_1",431.557199539414,3.62293598250002,"Cubic"
"85","Tetraselmis tetrahele_ESAW_5_1_1",436.594567332744,3.63808492082595,"Cubic"
"86","Tetraselmis tetrahele_ESAW_5_1_1",441.631935126073,3.65320758504513,"Cubic"
"87","Tetraselmis tetrahele_ESAW_5_1_1",446.669302919402,3.66829978364375,"Cubic"
"88","Tetraselmis tetrahele_ESAW_5_1_1",451.706670712731,3.68335732510794,"Cubic"
"89","Tetraselmis tetrahele_ESAW_5_1_1",456.744038506061,3.69837601792386,"Cubic"
"90","Tetraselmis tetrahele_ESAW_5_1_1",461.78140629939,3.71335167057768,"Cubic"
"91","Tetraselmis tetrahele_ESAW_5_1_1",466.818774092719,3.72828009155554,"Cubic"
"92","Tetraselmis tetrahele_ESAW_5_1_1",471.856141886048,3.74315708934361,"Cubic"
"93","Tetraselmis tetrahele_ESAW_5_1_1",476.893509679378,3.75797847242803,"Cubic"
"94","Tetraselmis tetrahele_ESAW_5_1_1",481.930877472707,3.77274004929497,"Cubic"
"95","Tetraselmis tetrahele_ESAW_5_1_1",486.968245266036,3.78743762843058,"Cubic"
"96","Tetraselmis tetrahele_ESAW_5_1_1",492.005613059366,3.80206701832102,"Cubic"
"97","Tetraselmis tetrahele_ESAW_5_1_1",497.042980852695,3.81662402745244,"Cubic"
"98","Tetraselmis tetrahele_ESAW_5_1_1",502.080348646024,3.831104464311,"Cubic"
"99","Tetraselmis tetrahele_ESAW_5_1_1",507.117716439353,3.84550413738286,"Cubic"
"100","Tetraselmis tetrahele_ESAW_5_1_1",512.155084232683,3.85981885515417,"Cubic"
"101","Tetraselmis tetrahele_ESAW_5_1_1",517.192452026012,3.87404442611108,"Cubic"
"102","Tetraselmis tetrahele_ESAW_5_1_1",522.229819819341,3.88817665873976,"Cubic"
"103","Tetraselmis tetrahele_ESAW_5_1_1",527.26718761267,3.90221136152636,"Cubic"
"104","Tetraselmis tetrahele_ESAW_5_1_1",532.304555406,3.91614434295703,"Cubic"
"105","Tetraselmis tetrahele_ESAW_5_1_1",537.341923199329,3.92997141151793,"Cubic"
"106","Tetraselmis tetrahele_ESAW_5_1_1",542.379290992658,3.94368837569522,"Cubic"
"107","Tetraselmis tetrahele_ESAW_5_1_1",547.416658785988,3.95729104397506,"Cubic"
"108","Tetraselmis tetrahele_ESAW_5_1_1",552.454026579317,3.97077522484359,"Cubic"
"109","Tetraselmis tetrahele_ESAW_5_1_1",557.491394372646,3.98413672678698,"Cubic"
"110","Tetraselmis tetrahele_ESAW_5_1_1",562.528762165975,3.99737135829138,"Cubic"
"111","Tetraselmis tetrahele_ESAW_5_1_1",567.566129959305,4.01047492784295,"Cubic"
"112","Tetraselmis tetrahele_ESAW_5_1_1",572.603497752634,4.02344324392784,"Cubic"
"113","Tetraselmis tetrahele_ESAW_5_1_1",577.640865545963,4.03627211503221,"Cubic"
"114","Tetraselmis tetrahele_ESAW_5_1_1",582.678233339292,4.04895734964222,"Cubic"
"115","Tetraselmis tetrahele_ESAW_5_1_1",587.715601132622,4.06149475624401,"Cubic"
"116","Tetraselmis tetrahele_ESAW_5_1_1",592.752968925951,4.07388014332376,"Cubic"
"117","Tetraselmis tetrahele_ESAW_5_1_1",597.79033671928,4.08610931936761,"Cubic"
"118","Tetraselmis tetrahele_ESAW_5_1_1",602.82770451261,4.09817809286172,"Cubic"
"119","Tetraselmis tetrahele_ESAW_5_1_1",607.865072305939,4.11008227229224,"Cubic"
"120","Tetraselmis tetrahele_ESAW_5_1_1",612.902440099268,4.12181766614534,"Cubic"
"121","Tetraselmis tetrahele_ESAW_5_1_1",617.939807892597,4.13338008290716,"Cubic"
"122","Tetraselmis tetrahele_ESAW_5_1_1",622.977175685927,4.14476533106387,"Cubic"
"123","Tetraselmis tetrahele_ESAW_5_1_1",628.014543479256,4.15596921910162,"Cubic"
"124","Tetraselmis tetrahele_ESAW_5_1_1",633.051911272585,4.16698755550656,"Cubic"
"125","Tetraselmis tetrahele_ESAW_5_1_1",638.089279065914,4.17781614876486,"Cubic"
"126","Tetraselmis tetrahele_ESAW_5_1_1",643.126646859244,4.18845080736266,"Cubic"
"127","Tetraselmis tetrahele_ESAW_5_1_1",648.164014652573,4.19888733978613,"Cubic"
"128","Tetraselmis tetrahele_ESAW_5_1_1",653.201382445902,4.20912155452142,"Cubic"
"129","Tetraselmis tetrahele_ESAW_5_1_1",658.238750239232,4.21914926005468,"Cubic"
"130","Tetraselmis tetrahele_ESAW_5_1_1",663.276118032561,4.22896626487207,"Cubic"
"131","Tetraselmis tetrahele_ESAW_5_1_1",668.31348582589,4.23856837745976,"Cubic"
"132","Tetraselmis tetrahele_ESAW_5_1_1",673.350853619219,4.24795140630388,"Cubic"
"133","Tetraselmis tetrahele_ESAW_5_1_1",678.388221412549,4.25711115989061,"Cubic"
"134","Tetraselmis tetrahele_ESAW_5_1_1",683.425589205878,4.26604344670609,"Cubic"
"135","Tetraselmis tetrahele_ESAW_5_1_1",688.462956999207,4.27474407523649,"Cubic"
"136","Tetraselmis tetrahele_ESAW_5_1_1",693.500324792537,4.28320885396795,"Cubic"
"137","Tetraselmis tetrahele_ESAW_5_1_1",698.537692585866,4.29143359138664,"Cubic"
"138","Tetraselmis tetrahele_ESAW_5_1_1",703.575060379195,4.2994140959787,"Cubic"
"139","Tetraselmis tetrahele_ESAW_5_1_1",708.612428172524,4.30714617623031,"Cubic"
"140","Tetraselmis tetrahele_ESAW_5_1_1",713.649795965854,4.3146256406276,"Cubic"
"141","Tetraselmis tetrahele_ESAW_5_1_1",718.687163759183,4.32184829765675,"Cubic"
"142","Tetraselmis tetrahele_ESAW_5_1_1",723.724531552512,4.32880995580389,"Cubic"
"143","Tetraselmis tetrahele_ESAW_5_1_1",728.761899345841,4.3355064235552,"Cubic"
"144","Tetraselmis tetrahele_ESAW_5_1_1",733.799267139171,4.34193350939683,"Cubic"
"145","Tetraselmis tetrahele_ESAW_5_1_1",738.8366349325,4.34808702181492,"Cubic"
"146","Tetraselmis tetrahele_ESAW_5_1_1",743.874002725829,4.35396276929565,"Cubic"
"147","Tetraselmis tetrahele_ESAW_5_1_1",748.911370519158,4.35955656032516,"Cubic"
"148","Tetraselmis tetrahele_ESAW_5_1_1",753.948738312488,4.36486420338961,"Cubic"
"149","Tetraselmis tetrahele_ESAW_5_1_1",758.986106105817,4.36988150697515,"Cubic"
"150","Tetraselmis tetrahele_ESAW_5_1_1",764.023473899146,4.37460427956795,"Cubic"
"151","Tetraselmis tetrahele_ESAW_5_1_1",769.060841692475,4.37902832965416,"Cubic"
"152","Tetraselmis tetrahele_ESAW_5_1_1",774.098209485805,4.38314946571993,"Cubic"
"153","Tetraselmis tetrahele_ESAW_5_1_1",779.135577279134,4.38696349625142,"Cubic"
"154","Tetraselmis tetrahele_ESAW_5_1_1",784.172945072463,4.39046622973479,"Cubic"
"155","Tetraselmis tetrahele_ESAW_5_1_1",789.210312865793,4.39365347465619,"Cubic"
"156","Tetraselmis tetrahele_ESAW_5_1_1",794.247680659122,4.39652103950178,"Cubic"
"157","Tetraselmis tetrahele_ESAW_5_1_1",799.285048452451,4.39906473275772,"Cubic"
"158","Tetraselmis tetrahele_ESAW_5_1_1",804.32241624578,4.40128036291015,"Cubic"
"159","Tetraselmis tetrahele_ESAW_5_1_1",809.35978403911,4.40316373844524,"Cubic"
"160","Tetraselmis tetrahele_ESAW_5_1_1",814.397151832439,4.40471066784915,"Cubic"
"161","Tetraselmis tetrahele_ESAW_5_1_1",819.434519625768,4.40591695960802,"Cubic"
"162","Tetraselmis tetrahele_ESAW_5_1_1",824.471887419098,4.40677842220802,"Cubic"
"163","Tetraselmis tetrahele_ESAW_5_1_1",829.509255212427,4.40729086413529,"Cubic"
"164","Tetraselmis tetrahele_ESAW_5_1_1",834.546623005756,4.40745009387601,"Cubic"
"165","Tetraselmis tetrahele_ESAW_5_1_1",839.583990799085,4.40725191991632,"Cubic"
"166","Tetraselmis tetrahele_ESAW_5_1_1",844.621358592415,4.40669215074237,"Cubic"
"167","Tetraselmis tetrahele_ESAW_5_1_1",849.658726385744,4.40576659484034,"Cubic"
"168","Tetraselmis tetrahele_ESAW_5_1_1",854.696094179073,4.40447106069636,"Cubic"
"169","Tetraselmis tetrahele_ESAW_5_1_1",859.733461972402,4.4028013567966,"Cubic"
"170","Tetraselmis tetrahele_ESAW_5_1_1",864.770829765732,4.40075329162721,"Cubic"
"171","Tetraselmis tetrahele_ESAW_5_1_1",869.808197559061,4.39832267367435,"Cubic"
"172","Tetraselmis tetrahele_ESAW_5_1_1",874.84556535239,4.39550531142417,"Cubic"
"173","Tetraselmis tetrahele_ESAW_5_1_1",879.88293314572,4.39229701336284,"Cubic"
"174","Tetraselmis tetrahele_ESAW_5_1_1",884.920300939049,4.3886935879765,"Cubic"
"175","Tetraselmis tetrahele_ESAW_5_1_1",889.957668732378,4.38469084375132,"Cubic"
