"","ID","timepoints","predict_log10N","model"
"1","Escherichia coli_Vacuum Beef Striploins_10_1_3",0.00153731388421319,1.66636400869487,"Cubic"
"2","Escherichia coli_Vacuum Beef Striploins_10_1_3",0.0267532381612907,1.67474252822506,"Cubic"
"3","Escherichia coli_Vacuum Beef Striploins_10_1_3",0.0519691624383681,1.68327383332901,"Cubic"
"4","Escherichia coli_Vacuum Beef Striploins_10_1_3",0.0771850867154456,1.69195564645107,"Cubic"
"5","Escherichia coli_Vacuum Beef Striploins_10_1_3",0.102401010992523,1.70078569003558,"Cubic"
"6","Escherichia coli_Vacuum Beef Striploins_10_1_3",0.127616935269601,1.70976168652689,"Cubic"
"7","Escherichia coli_Vacuum Beef Striploins_10_1_3",0.152832859546678,1.71888135836934,"Cubic"
"8","Escherichia coli_Vacuum Beef Striploins_10_1_3",0.178048783823755,1.72814242800727,"Cubic"
"9","Escherichia coli_Vacuum Beef Striploins_10_1_3",0.203264708100833,1.73754261788502,"Cubic"
"10","Escherichia coli_Vacuum Beef Striploins_10_1_3",0.22848063237791,1.74707965044693,"Cubic"
"11","Escherichia coli_Vacuum Beef Striploins_10_1_3",0.253696556654988,1.75675124813735,"Cubic"
"12","Escherichia coli_Vacuum Beef Striploins_10_1_3",0.278912480932065,1.76655513340062,"Cubic"
"13","Escherichia coli_Vacuum Beef Striploins_10_1_3",0.304128405209143,1.77648902868107,"Cubic"
"14","Escherichia coli_Vacuum Beef Striploins_10_1_3",0.32934432948622,1.78655065642306,"Cubic"
"15","Escherichia coli_Vacuum Beef Striploins_10_1_3",0.354560253763298,1.79673773907093,"Cubic"
"16","Escherichia coli_Vacuum Beef Striploins_10_1_3",0.379776178040375,1.807047999069,"Cubic"
"17","Escherichia coli_Vacuum Beef Striploins_10_1_3",0.404992102317453,1.81747915886164,"Cubic"
"18","Escherichia coli_Vacuum Beef Striploins_10_1_3",0.43020802659453,1.82802894089318,"Cubic"
"19","Escherichia coli_Vacuum Beef Striploins_10_1_3",0.455423950871608,1.83869506760796,"Cubic"
"20","Escherichia coli_Vacuum Beef Striploins_10_1_3",0.480639875148685,1.84947526145032,"Cubic"
"21","Escherichia coli_Vacuum Beef Striploins_10_1_3",0.505855799425763,1.86036724486461,"Cubic"
"22","Escherichia coli_Vacuum Beef Striploins_10_1_3",0.53107172370284,1.87136874029517,"Cubic"
"23","Escherichia coli_Vacuum Beef Striploins_10_1_3",0.556287647979918,1.88247747018634,"Cubic"
"24","Escherichia coli_Vacuum Beef Striploins_10_1_3",0.581503572256995,1.89369115698246,"Cubic"
"25","Escherichia coli_Vacuum Beef Striploins_10_1_3",0.606719496534073,1.90500752312787,"Cubic"
"26","Escherichia coli_Vacuum Beef Striploins_10_1_3",0.63193542081115,1.91642429106693,"Cubic"
"27","Escherichia coli_Vacuum Beef Striploins_10_1_3",0.657151345088227,1.92793918324396,"Cubic"
"28","Escherichia coli_Vacuum Beef Striploins_10_1_3",0.682367269365305,1.93954992210331,"Cubic"
"29","Escherichia coli_Vacuum Beef Striploins_10_1_3",0.707583193642382,1.95125423008932,"Cubic"
"30","Escherichia coli_Vacuum Beef Striploins_10_1_3",0.73279911791946,1.96304982964634,"Cubic"
"31","Escherichia coli_Vacuum Beef Striploins_10_1_3",0.758015042196537,1.97493444321871,"Cubic"
"32","Escherichia coli_Vacuum Beef Striploins_10_1_3",0.783230966473615,1.98690579325077,"Cubic"
"33","Escherichia coli_Vacuum Beef Striploins_10_1_3",0.808446890750692,1.99896160218686,"Cubic"
